date,atemperature,ltemperature,sunshine,sonw(accumulated),htemperature,snow,windSpeed(m/s),humidity(%)
2014/7/8,21.9,18.2,9.7,0,26.9,0,2.6,74
2014/7/9,21.3,19.6,4.6,0,25.3,0,5.2,73
2014/7/10,20.3,19.1,0.0,0,21.9,0,4.9,83
2014/7/11,21.0,18.2,9.0,0,26.9,0,4.3,80
2014/7/12,19.7,17.5,1.6,0,21.9,0,3.2,77
2014/7/13,22.5,18.2,6.6,0,27.9,0,2.2,75
2014/7/14,24.0,19.4,8.0,0,28.6,0,3.3,69
2014/7/15,25.5,20.1,11.5,0,30.6,0,2.6,57
2014/7/16,24.3,19.8,7.6,0,29.5,0,2.0,63
2014/7/17,24.2,21.2,8.1,0,28.5,0,2.4,71
2014/7/18,23.9,19.9,13.4,0,29.4,0,4.8,65
2014/7/19,21.9,20.3,2.8,0,25.4,0,6.6,67
2014/7/20,21.9,19.9,6.9,0,25.6,0,6.2,65
2014/7/21,22.9,19.0,13.6,0,27.1,0,6.6,58
2014/7/22,22.6,19.9,7.3,0,26.1,0,5.6,73
2014/7/23,22.9,20.3,0.5,0,26.5,0,2.0,85
2014/7/24,25.7,19.2,10.5,0,30.8,0,2.8,62
2014/7/25,25.0,21.9,7.4,0,28.8,0,2.6,50
2014/7/26,21.4,18.6,0.0,0,23.7,0,3.1,76
2014/7/27,21.5,18.3,1.3,0,26.4,0,5.4,86
2014/7/28,20.6,18.4,9.3,0,24.3,0,5.0,76
2014/7/29,23.9,16.6,12.7,0,30.5,0,2.0,61
2014/7/30,24.9,19.4,11.7,0,32.4,0,2.1,59
2014/7/31,26.1,22.0,6.9,0,31.2,0,2.4,63
2014/8/1,25.4,21.8,10.8,0,31.6,0,2.6,70
2014/8/2,25.1,21.2,11.5,0,31.3,0,2.3,69
2014/8/3,25.8,20.7,12.2,0,31.3,0,2.7,72
2014/8/4,27.0,23.4,4.5,0,31.7,0,3.5,74
2014/8/5,24.9,23.1,0.0,0,26.3,0,2.5,90
2014/8/6,23.3,21.4,0.1,0,25.0,0,1.9,88
2014/8/7,22.4,20.3,0.0,0,25.7,0,1.9,87
2014/8/8,22.6,19.9,3.7,0,26.9,0,1.9,82
2014/8/9,23.3,20.5,8.8,0,27.7,0,1.9,73
2014/8/10,21.7,18.5,6.1,0,25.2,0,4.4,74
2014/8/11,23.5,18.1,5.5,0,28.3,0,6.8,79
2014/8/12,23.9,20.7,3.2,0,28.2,0,4.8,59
2014/8/13,23.3,20.3,8.6,0,27.8,0,2.9,62
2014/8/14,21.7,18.7,4.7,0,26.2,0,2.6,67
2014/8/15,20.9,18.5,0.1,0,23.3,0,1.7,74
2014/8/16,22.0,18.1,9.6,0,26.7,0,2.1,71
2014/8/17,22.3,18.1,10.0,0,27.8,0,3.4,67
2014/8/18,22.1,19.9,2.3,0,25.9,0,3.6,76
2014/8/19,20.6,19.5,0.0,0,22.0,0,4.3,88
2014/8/20,22.0,20.8,0.3,0,25.1,0,4.0,85
2014/8/21,22.7,19.8,4.4,0,27.2,0,2.3,73
2014/8/22,21.1,20.1,0.0,0,22.9,0,5.0,83
2014/8/23,23.8,20.5,4.4,0,29.2,0,4.6,78
2014/8/24,24.0,20.0,1.6,0,27.7,0,2.8,66
2014/8/25,19.3,15.8,0.9,0,23.0,0,3.0,74
2014/8/26,17.9,14.7,10.4,0,21.6,0,3.1,57
2014/8/27,18.6,14.2,7.8,0,23.2,0,2.1,66
2014/8/28,20.0,15.2,11.4,0,25.1,0,1.8,69
2014/8/29,20.6,14.9,12.3,0,26.9,0,2.7,61
2014/8/30,21.1,16.3,12.2,0,27.3,0,3.7,57
2014/8/31,20.9,14.7,11.5,0,27.0,0,2.1,63
2014/9/1,21.1,14.9,12.1,0,27.1,0,3.0,61
2014/9/2,21.8,16.8,11.8,0,27.5,0,3.2,64
2014/9/3,21.6,16.3,9.8,0,27.3,0,3.7,67
2014/9/4,18.7,18.0,0.0,0,20.7,0,6.9,84
2014/9/5,22.3,18.5,5.4,0,27.0,0,2.9,80
2014/9/6,23.0,19.1,9.0,0,27.4,0,2.8,54
2014/9/7,20.2,17.7,2.5,0,24.4,0,2.5,71
2014/9/8,20.3,16.8,7.0,0,24.7,0,2.8,71
2014/9/9,21.0,17.2,6.6,0,25.8,0,3.5,70
2014/9/10,19.8,18.0,2.7,0,22.5,0,4.9,77
2014/9/11,18.6,16.0,3.7,0,22.5,0,4.4,80
2014/9/12,18.6,15.6,3.1,0,24.2,0,2.2,75
2014/9/13,18.4,16.1,5.5,0,22.0,0,3.3,65
2014/9/14,15.7,12.6,6.8,0,19.3,0,2.4,63
2014/9/15,17.3,11.0,8.7,0,22.9,0,1.4,65
2014/9/16,17.4,13.9,4.9,0,21.8,0,3.8,66
2014/9/17,15.0,12.3,4.9,0,18.9,0,2.8,60
2014/9/18,14.8,11.5,3.0,0,19.0,0,3.5,66
2014/9/19,15.4,12.8,5.8,0,19.4,0,4.4,74
2014/9/20,15.4,12.2,6.3,0,21.0,0,2.1,73
2014/9/21,16.4,10.4,11.2,0,23.1,0,1.8,59
2014/9/22,16.5,10.8,9.4,0,22.4,0,2.0,66
2014/9/23,17.6,11.2,9.7,0,23.5,0,1.5,63
2014/9/24,18.1,12.7,4.9,0,22.9,0,2.7,66
2014/9/25,18.3,15.9,5.5,0,22.3,0,4.6,72
2014/9/26,16.0,11.4,11.0,0,19.9,0,3.7,57
2014/9/27,15.5,9.8,4.2,0,20.4,0,5.6,64
2014/9/28,18.7,13.8,4.7,0,24.1,0,5.5,64
2014/9/29,15.2,11.2,4.7,0,20.0,0,1.8,59
2014/9/30,13.0,9.4,3.9,0,20.9,0,3.6,71
2014/10/1,12.2,7.8,6.1,0,17.0,0,2.0,63
2014/10/2,13.7,9.8,2.5,0,17.3,0,2.8,62
2014/10/3,13.4,10.7,0.0,0,17.0,0,2.8,87
2014/10/4,13.0,11.1,1.8,0,16.7,0,3.5,73
2014/10/5,13.2,9.6,6.8,0,16.4,0,2.8,54
2014/10/6,10.8,8.0,0.1,0,13.2,0,1.8,69
2014/10/7,11.0,5.9,9.8,0,16.1,0,2.4,60
2014/10/8,12.7,7.2,5.6,0,18.8,0,2.0,66
2014/10/9,14.3,8.3,10.4,0,19.1,0,2.6,61
2014/10/10,12.6,11.3,1.4,0,15.1,0,6.6,61
2014/10/11,12.2,8.1,2.7,0,14.6,0,6.7,55
2014/10/12,12.1,5.8,10.4,0,18.7,0,2.7,66
2014/10/13,12.2,9.5,0.3,0,14.8,0,3.0,62
2014/10/14,8.5,7.1,0.0,0,9.7,0,2.5,78
2014/10/15,9.9,6.0,10.3,0,14.9,0,2.4,61
2014/10/16,10.9,6.1,3.3,0,14.7,0,4.5,73
2014/10/17,11.4,9.7,0.4,0,13.4,0,3.1,78
2014/10/18,10.9,6.2,10.0,0,15.2,0,4.2,51
2014/10/19,11.9,3.9,10.0,0,20.4,0,2.6,57
2014/10/20,15.6,11.3,0.7,0,19.6,0,3.7,62
2014/10/21,10.5,6.6,0.0,0,15.5,0,3.8,70
2014/10/22,6.2,2.6,5.4,0,9.9,0,2.6,53
2014/10/23,6.8,0.6,9.9,0,12.6,0,1.9,56
2014/10/24,10.1,4.2,9.0,0,17.1,0,2.1,59
2014/10/25,14.2,7.5,2.9,0,18.8,0,3.9,69
2014/10/26,17.7,14.4,6.9,0,21.4,0,5.5,63
2014/10/27,9.4,3.7,0.5,0,17.6,0,4.0,73
2014/10/28,4.9,2.4,4.6,0,8.6,0,3.7,68
2014/10/29,7.3,2.6,1.7,0,11.1,0,5.1,52
2014/10/30,8.6,2.7,9.5,0,15.1,0,1.5,55
2014/10/31,10.7,5.5,2.4,0,16.0,0,1.5,73
2014/11/1,11.3,5.5,3.2,0,16.3,0,3.0,72
2014/11/2,14.2,11.0,0.0,0,17.2,0,3.9,87
2014/11/3,6.5,1.1,3.6,0,16.0,0,5.0,65
2014/11/4,6.4,0.9,7.3,0,10.7,0,4.2,54
2014/11/5,10.9,4.5,9.4,0,17.4,0,3.4,55
2014/11/6,11.2,6.5,2.5,0,16.1,0,4.0,70
2014/11/7,4.2,2.4,0.4,0,7.8,0,5.0,49
2014/11/8,8.7,4.6,7.5,0,12.9,0,2.6,47
2014/11/9,10.2,5.0,4.8,0,15.1,0,1.8,62
2014/11/10,9.1,4.8,0.3,0,11.8,0,3.7,80
2014/11/11,7.8,2.6,8.2,0,13.5,0,2.6,67
2014/11/12,9.3,4.5,2.3,0,13.2,0,5.3,75
2014/11/13,4.6,-0.1,1.7,12,11.0,12,4.3,61
2014/11/14,-0.4,-1.3,0.0,22,2.1,16,2.4,86
2014/11/15,0.1,-2.8,0.2,25,2.0,3,3.2,72
2014/11/16,2.8,0.7,2.3,15,5.6,0,2.7,59
2014/11/17,2.3,-1.6,1.7,7,4.4,0,1.6,60
2014/11/18,1.9,0.0,1.4,5,4.4,1,1.5,83
2014/11/19,3.8,1.5,4.2,2,6.2,0,2.9,57
2014/11/20,3.7,-0.7,8.4,0,9.4,0,1.8,62
2014/11/21,6.4,1.2,2.3,0,10.1,0,3.6,65
2014/11/22,8.7,4.9,2.6,0,14.1,0,2.9,75
2014/11/23,3.8,-0.3,8.3,0,7.1,0,4.4,53
2014/11/24,4.4,-0.7,1.0,0,8.8,0,2.5,67
2014/11/25,3.7,-0.6,4.2,0,6.1,0,4.7,52
2014/11/26,2.9,-2.0,7.1,0,8.4,0,3.3,61
2014/11/27,5.5,0.5,2.9,0,10.2,0,2.5,72
2014/11/28,6.4,4.2,4.1,0,9.9,0,1.6,67
2014/11/29,6.4,3.5,0.4,0,9.4,0,2.3,71
2014/11/30,5.3,0.9,6.7,0,8.8,0,2.4,76
2014/12/1,8.8,6.8,0.0,0,11.3,0,6.0,75
2014/12/2,0.1,-2.0,1.7,0,8.5,0,5.1,47
2014/12/3,-1.3,-2.3,1.7,0,0.1,0,3.8,52
2014/12/4,-1.4,-3.6,4.0,0,1.9,0,1.9,61
2014/12/5,-2.4,-4.2,4.5,0,0.0,0,1.9,56
2014/12/6,-3.5,-5.1,6.9,0,-0.8,0,2.6,52
2014/12/7,-1.9,-5.3,2.6,4,1.5,5,3.9,63
2014/12/8,-1.6,-5.1,4.1,4,1.9,0,2.1,68
2014/12/9,-2.0,-4.5,3.6,9,0.7,6,2.5,73
2014/12/10,-0.9,-3.4,0.1,9,1.0,0,2.7,63
2014/12/11,1.6,-1.3,0.0,7,5.1,3,4.5,79
2014/12/12,-1.8,-3.9,3.4,4,-0.3,0,2.9,64
2014/12/13,-4.8,-7.2,0.1,6,-3.1,3,1.9,74
2014/12/14,-4.8,-7.5,7.3,6,-2.1,1,2.4,53
2014/12/15,-3.7,-7.6,0.0,44,-1.8,39,1.3,88
2014/12/16,-1.2,-7.4,0.5,42,2.5,2,5.5,83
2014/12/17,-0.6,-2.7,3.0,33,2.4,2,3.7,60
2014/12/18,1.0,-1.3,1.2,32,2.6,1,5.4,64
2014/12/19,-0.2,-3.0,0.3,38,1.4,10,1.9,75
2014/12/20,3.7,-1.6,1.6,34,7.2,0,6.6,69
2014/12/21,-2.5,-6.3,1.2,22,6.8,0,3.3,53
2014/12/22,-6.5,-7.8,0.2,33,-5.4,11,2.3,70
2014/12/23,-3.3,-8.0,2.8,32,-0.2,0,3.1,58
2014/12/24,-2.4,-7.0,0.0,48,-0.7,20,2.3,88
2014/12/25,-5.0,-8.2,1.2,48,-2.4,5,2.3,74
2014/12/26,-4.4,-8.2,2.2,50,-1.5,8,3.1,70
2014/12/27,-2.0,-7.2,4.7,51,1.5,2,2.7,66
2014/12/28,1.2,-2.6,0.3,44,4.3,0,2.4,69
2014/12/29,1.7,-1.2,3.9,40,5.6,0,2.4,76
2014/12/30,0.2,-1.5,0.6,37,1.8,2,2.0,75
2014/12/31,-1.2,-4.1,2.6,45,1.6,10,2.0,70
2015/1/1,-4.0,-6.4,4.8,41,-1.3,0,1.9,64
2015/1/2,-5.5,-9.2,6.3,51,-1.6,13,2.3,65
2015/1/3,-5.0,-9.4,7.0,46,-2.4,0,3.0,52
2015/1/4,-2.7,-5.7,4.1,42,0.2,0,1.8,67
2015/1/5,-2.4,-6.4,5.8,40,1.4,0,1.9,72
2015/1/6,1.1,-5.3,0.0,38,5.3,0,5.1,75
2015/1/7,-3.4,-8.6,1.1,42,0.9,9,7.9,77
2015/1/8,0.7,-0.2,0.0,51,1.8,10,9.5,81
2015/1/9,0.7,-1.4,1.0,57,2.5,8,6.2,77
2015/1/10,-0.9,-2.5,4.6,63,1.5,6,4.1,65
2015/1/11,0.2,-1.3,2.6,63,2.0,8,5.2,70
2015/1/12,1.0,-0.1,0.0,64,2.2,3,5.3,76
2015/1/13,-0.1,-4.5,1.1,64,2.3,1,4.2,65
2015/1/14,-1.1,-5.9,8.0,61,4.9,0,1.7,65
2015/1/15,-0.4,-4.1,6.0,60,2.9,2,1.4,70
2015/1/16,-1.3,-2.9,4.5,64,0.7,4,1.7,70
2015/1/17,-3.9,-6.3,0.9,84,0.0,24,5.6,80
2015/1/18,-4.9,-7.4,1.6,82,-3.2,2,5.4,70
2015/1/19,-3.0,-6.2,3.9,78,-0.8,0,2.1,70
2015/1/20,-3.8,-6.9,0.1,91,-1.2,20,4.0,74
2015/1/21,-2.2,-6.5,4.8,89,1.7,0,1.8,67
2015/1/22,0.1,-3.0,0.9,83,2.9,3,2.7,77
2015/1/23,0.2,-0.7,0.0,89,1.5,10,5.7,87
2015/1/24,-0.6,-2.3,1.9,89,1.0,4,3.2,74
2015/1/25,-1.1,-4.6,5.0,89,1.6,0,1.7,73
2015/1/26,1.9,-1.8,3.5,82,3.7,0,4.6,77
2015/1/27,0.9,-4.9,0.1,77,4.7,0,6.3,71
2015/1/28,-4.9,-7.1,7.2,68,-2.6,0,3.0,51
2015/1/29,-2.9,-5.5,8.4,67,-0.2,0,2.2,53
2015/1/30,-0.4,-3.4,3.6,66,2.2,0,3.6,70
2015/1/31,-0.3,-3.0,3.7,65,3.1,0,3.2,65
2015/2/1,-1.7,-3.0,1.2,74,-0.2,10,7.7,73
2015/2/2,-2.1,-3.3,0.9,76,-1.2,2,8.7,74
2015/2/3,-4.4,-6.5,1.0,76,-2.3,0,5.0,59
2015/2/4,-5.9,-9.7,6.4,73,-2.1,0,2.3,57
2015/2/5,-5.2,-7.4,8.0,71,-2.1,0,1.7,63
2015/2/6,-4.1,-10.1,6.8,70,0.6,0,2.7,63
2015/2/7,0.2,-4.2,5.3,68,3.6,0,2.7,67
2015/2/8,2.4,1.6,0.7,67,3.7,0,8.2,83
2015/2/9,-4.9,-8.2,4.9,66,3.7,3,4.5,48
2015/2/10,-6.7,-7.8,3.4,64,-4.7,1,2.8,60
2015/2/11,-2.7,-7.7,2.3,64,0.7,0,2.9,68
2015/2/12,-1.5,-5.3,5.0,64,2.6,1,2.0,76
2015/2/13,-2.7,-6.0,0.0,72,-0.4,8,2.7,87
2015/2/14,-0.9,-2.0,1.6,74,1.6,4,6.5,70
2015/2/15,0.6,-1.9,0.0,73,2.0,0,10.7,69
2015/2/16,1.8,1.2,0.0,72,2.3,0,7.3,76
2015/2/17,1.9,-1.6,9.3,69,4.8,0,2.4,69
2015/2/18,1.7,-1.0,0.0,67,2.7,0,3.5,62
2015/2/19,0.8,-2.8,2.6,66,3.9,0,2.4,67
2015/2/20,0.3,-3.0,8.9,64,3.1,0,2.8,55
2015/2/21,-0.1,-3.8,7.5,63,3.3,0,2.2,58
2015/2/22,1.8,-0.8,0.8,62,3.2,0,7.5,77
2015/2/23,4.3,0.6,6.6,58,7.6,2,4.2,61
2015/2/24,0.7,-1.1,0.0,58,2.8,1,2.8,70
2015/2/25,-0.3,-2.3,2.1,58,1.3,2,1.5,74
2015/2/26,0.6,-3.7,7.1,57,3.9,0,3.7,68
2015/2/27,2.3,0.7,2.0,54,5.4,2,5.7,79
2015/2/28,0.3,-2.5,1.0,55,2.5,3,5.4,73
2015/3/1,-0.3,-4.5,0.0,54,2.0,0,4.4,78
2015/3/2,1.5,-0.2,0.9,55,4.1,4,6.1,76
2015/3/3,2.3,-1.2,6.4,54,5.1,0,3.1,53
2015/3/4,1.0,-0.2,0.0,57,2.2,6,2.5,85
2015/3/5,0.8,-0.6,0.5,60,2.3,4,3.6,81
2015/3/6,1.4,-2.3,5.9,59,4.8,2,2.2,74
2015/3/7,1.5,0.2,0.0,56,2.3,2,5.1,85
2015/3/8,3.2,-1.0,10.7,53,7.1,0,1.8,66
2015/3/9,4.7,-0.1,0.1,51,6.9,0,7.2,74
2015/3/10,3.6,0.7,0.0,43,7.5,4,4.8,87
2015/3/11,0.5,-1.1,0.2,42,2.9,3,4.1,65
2015/3/12,0.8,-0.6,1.6,42,2.7,1,2.8,61
2015/3/13,0.9,-0.8,1.6,49,3.5,12,3.1,83
2015/3/14,2.2,0.2,5.8,50,4.9,1,2.1,71
2015/3/15,2.9,-1.0,4.8,43,5.7,0,2.6,57
2015/3/16,6.0,2.0,7.0,42,9.9,0,3.7,60
2015/3/17,6.7,3.5,5.5,38,11.8,0,3.5,69
2015/3/18,5.3,2.6,9.1,32,7.7,0,3.2,57
2015/3/19,4.7,0.6,8.5,28,9.7,0,2.0,59
2015/3/20,3.9,0.3,0.9,25,7.5,0,2.5,73
2015/3/21,5.0,-0.5,9.6,22,10.1,0,2.0,57
2015/3/22,5.4,2.7,6.6,17,8.8,0,2.7,64
2015/3/23,2.1,-0.5,7.0,14,5.2,0,4.0,53
2015/3/24,1.6,-0.7,0.5,11,3.5,0,5.5,61
2015/3/25,2.8,1.4,5.9,10,4.9,0,7.9,64
2015/3/26,5.4,-0.9,11.5,7,10.3,0,2.2,47
2015/3/27,8.3,2.4,8.6,0,14.9,0,1.8,58
2015/3/28,10.0,3.9,10.1,0,16.0,0,2.4,54
2015/3/29,8.6,5.6,3.2,0,16.3,0,3.7,66
2015/3/30,8.5,5.3,11.1,0,12.2,0,2.3,63
2015/3/31,7.7,5.2,0.4,0,12.0,0,3.5,66
2015/4/1,5.4,2.4,7.2,0,8.6,0,3.2,66
2015/4/2,6.9,0.2,10.8,0,13.7,0,1.9,47
2015/4/3,6.4,4.7,0.2,0,10.3,0,8.4,77
2015/4/4,7.0,5.1,9.5,0,10.9,0,4.8,53
2015/4/5,6.7,4.2,5.3,0,9.7,0,9.4,67
2015/4/6,8.2,3.8,2.0,0,12.3,0,4.0,69
2015/4/7,2.0,-0.5,3.7,0,5.1,0,5.3,48
2015/4/8,2.2,-1.3,9.2,0,5.8,0,3.9,42
2015/4/9,4.0,-0.7,6.6,0,8.8,0,3.0,43
2015/4/10,5.5,1.3,10.2,0,9.1,0,6.0,66
2015/4/11,8.4,6.3,5.0,0,12.8,0,4.0,69
2015/4/12,7.9,3.8,11.4,0,12.7,0,3.2,54
2015/4/13,6.8,2.2,12.2,0,13.0,0,4.0,51
2015/4/14,10.8,4.3,11.0,0,18.8,0,4.9,66
2015/4/15,8.7,5.1,0.0,0,11.0,0,2.0,84
2015/4/16,5.9,3.5,0.7,0,8.4,0,2.7,76
2015/4/17,6.0,4.4,2.4,0,9.3,0,8.0,73
2015/4/18,9.0,4.0,9.0,0,15.3,0,3.6,59
2015/4/19,7.3,5.0,7.8,0,10.5,0,5.0,65
2015/4/20,6.6,4.3,0.0,0,10.1,0,5.6,76
2015/4/21,7.9,5.6,5.8,0,11.5,0,4.7,75
2015/4/22,11.1,4.5,11.0,0,18.6,0,2.3,56
2015/4/23,12.9,5.7,12.6,0,20.6,0,3.4,41
2015/4/24,11.4,7.7,5.3,0,14.8,0,5.1,55
2015/4/25,11.6,6.3,8.9,0,16.2,0,2.9,36
2015/4/26,15.7,8.8,11.8,0,21.6,0,4.1,27
2015/4/27,15.2,10.8,11.6,0,24.6,0,4.3,53
2015/4/28,12.7,9.5,6.3,0,19.2,0,2.6,71
2015/4/29,14.7,9.2,12.6,0,20.3,0,2.3,53
2015/4/30,16.1,8.2,10.3,0,25.9,0,2.4,49
2015/5/1,13.7,8.8,11.2,0,18.8,0,2.9,51
2015/5/2,16.0,9.7,12.5,0,22.1,0,5.5,30
2015/5/3,17.1,11.4,7.2,0,24.1,0,3.1,48
2015/5/4,15.0,11.4,4.9,0,22.1,0,5.8,70
2015/5/5,15.3,9.4,11.4,0,19.9,0,4.9,35
2015/5/6,15.8,9.5,10.9,0,20.8,0,5.1,35
2015/5/7,14.0,9.8,12.9,0,18.3,0,3.0,30
2015/5/8,12.4,7.5,5.2,0,20.2,0,3.3,42
2015/5/9,9.8,7.9,9.7,0,13.5,0,4.1,65
2015/5/10,10.3,7.1,10.2,0,14.0,0,4.0,61
2015/5/11,15.3,7.1,12.2,0,23.3,0,3.1,34
2015/5/12,13.6,9.8,2.6,0,21.9,0,4.5,49
2015/5/13,13.7,10.6,4.0,0,18.4,0,2.9,75
2015/5/14,9.7,7.5,4.0,0,12.8,0,4.5,80
2015/5/15,9.6,7.5,6.0,0,11.7,0,7.2,69
2015/5/16,10.4,7.3,0.3,0,14.0,0,3.5,80
2015/5/17,11.6,7.8,8.9,0,16.1,0,3.8,55
2015/5/18,14.9,6.5,13.5,0,21.1,0,3.3,43
2015/5/19,13.4,11.3,0.6,0,15.7,0,8.7,75
2015/5/20,12.5,8.8,4.9,0,18.3,0,2.2,70
2015/5/21,11.4,9.6,5.4,0,14.8,0,4.1,77
2015/5/22,15.2,9.7,7.1,0,22.6,0,3.9,62
2015/5/23,17.8,13.6,11.0,0,21.7,0,4.1,46
2015/5/24,14.5,10.2,13.1,0,18.3,0,4.1,48
2015/5/25,14.7,8.9,13.8,0,20.1,0,7.7,37
2015/5/26,13.9,10.9,7.3,0,21.2,0,4.5,73
2015/5/27,14.4,10.5,11.8,0,21.7,0,3.9,61
2015/5/28,15.7,8.9,13.8,0,22.6,0,6.6,61
2015/5/29,20.2,13.0,13.3,0,29.6,0,4.1,56
2015/5/30,20.6,14.9,6.2,0,26.5,0,5.5,68
2015/5/31,17.9,13.8,7.3,0,22.7,0,3.7,61
2015/6/1,20.5,12.8,13.1,0,27.8,0,3.6,36
2015/6/2,18.4,14.3,4.3,0,25.5,0,3.7,58
2015/6/3,17.6,14.5,2.4,0,23.8,0,3.8,73
2015/6/4,12.4,9.5,0.8,0,16.0,0,5.7,76
2015/6/5,10.4,9.4,0.8,0,12.9,0,6.5,80
2015/6/6,11.5,9.8,8.2,0,14.7,0,5.9,65
2015/6/7,13.0,10.3,7.0,0,16.1,0,4.0,63
2015/6/8,17.0,12.4,2.9,0,21.6,0,3.8,62
2015/6/9,15.5,13.9,0.4,0,17.7,0,8.3,80
2015/6/10,15.4,13.3,0.4,0,19.4,0,3.9,79
2015/6/11,13.9,12.6,0.3,0,16.7,0,4.0,85
2015/6/12,17.4,11.5,13.9,0,23.9,0,4.3,66
2015/6/13,17.6,14.6,2.1,0,21.0,0,4.4,77
2015/6/14,17.9,14.8,6.7,0,23.2,0,1.9,75
2015/6/15,17.7,14.3,6.3,0,22.6,0,2.3,79
2015/6/16,18.0,15.3,10.8,0,22.3,0,2.2,79
2015/6/17,21.0,16.3,13.7,0,26.3,0,4.8,65
2015/6/18,20.2,15.6,14.0,0,25.5,0,5.2,57
2015/6/19,19.0,14.8,11.4,0,24.7,0,4.7,65
2015/6/20,16.6,13.9,8.4,0,20.8,0,4.3,77
2015/6/21,18.4,12.1,13.5,0,25.3,0,2.8,66
2015/6/22,17.4,14.1,3.3,0,22.3,0,2.2,77
2015/6/23,16.7,14.9,0.2,0,21.1,0,2.4,88
2015/6/24,16.4,14.6,0.0,0,18.8,0,1.9,83
2015/6/25,17.4,15.1,0.0,0,20.3,0,1.8,80
2015/6/26,19.6,15.7,6.4,0,25.9,0,2.7,74
2015/6/27,17.8,15.5,0.1,0,20.2,0,2.9,70
2015/6/28,15.1,12.0,0.0,0,18.3,0,1.5,77
2015/6/29,15.5,13.3,0.0,0,17.9,0,1.8,84
2015/6/30,15.8,14.6,0.0,0,17.1,0,4.7,86
2015/7/1,17.0,15.6,0.0,0,19.7,0,4.8,84
2015/7/2,18.6,15.0,4.8,0,24.0,0,4.3,76
2015/7/3,17.8,15.2,7.8,0,23.4,0,3.9,69
2015/7/4,16.2,14.8,1.7,0,19.4,0,2.6,76
2015/7/5,18.1,14.8,10.0,0,23.1,0,3.2,71
2015/7/6,19.1,16.1,9.2,0,25.2,0,2.5,71
2015/7/7,16.7,14.2,3.6,0,22.1,0,5.2,74
2015/7/8,15.7,13.5,10.0,0,18.6,0,4.3,63
2015/7/9,18.2,11.5,13.7,0,25.4,0,2.1,62
2015/7/10,19.6,13.8,14.0,0,27.0,0,2.2,66
2015/7/11,22.0,15.4,13.7,0,30.7,0,2.0,62
2015/7/12,24.8,19.4,11.3,0,31.3,0,1.8,60
2015/7/13,23.8,20.9,0.4,0,26.7,0,3.6,61
2015/7/14,25.5,20.4,6.4,0,30.9,0,4.9,68
2015/7/15,17.0,14.2,3.3,0,22.8,0,5.5,73
2015/7/16,16.9,14.6,10.5,0,20.6,0,5.0,63
2015/7/17,21.3,13.2,13.3,0,28.3,0,2.1,54
2015/7/18,21.2,18.8,0.0,0,24.7,0,2.1,75
2015/7/19,21.5,18.8,2.3,0,26.1,0,2.0,84
2015/7/20,22.2,19.6,6.6,0,27.4,0,2.3,74
2015/7/21,22.2,19.9,0.2,0,25.9,0,2.5,80
2015/7/22,23.6,21.3,0.1,0,28.1,0,3.2,86
2015/7/23,23.9,21.8,2.2,0,27.9,0,2.1,86
2015/7/24,23.1,20.4,5.3,0,27.8,0,2.7,82
2015/7/25,23.0,21.8,0.0,0,25.4,0,4.3,84
2015/7/26,23.1,21.6,0.4,0,26.1,0,2.9,86
2015/7/27,25.1,21.9,6.3,0,29.8,0,2.0,79
2015/7/28,25.1,22.4,8.6,0,28.8,0,2.3,77
2015/7/29,25.0,21.9,4.8,0,28.7,0,1.8,79
2015/7/30,25.4,22.3,3.5,0,29.9,0,1.9,77
2015/7/31,26.4,23.4,1.0,0,30.0,0,2.7,74
2015/8/1,23.3,21.1,6.7,0,27.3,0,4.4,78
2015/8/2,23.5,19.3,10.5,0,29.0,0,2.2,70
2015/8/3,23.9,19.5,4.0,0,27.8,0,2.2,75
2015/8/4,26.6,22.5,8.1,0,31.9,0,3.7,71
2015/8/5,27.9,24.0,6.5,0,34.5,0,3.1,65
2015/8/6,24.7,23.7,0.0,0,26.5,0,2.2,87
2015/8/7,23.7,21.2,6.0,0,28.2,0,2.2,79
2015/8/8,23.1,20.4,11.6,0,26.7,0,3.9,70
2015/8/9,24.0,20.1,10.6,0,27.8,0,4.3,70
2015/8/10,25.5,23.0,3.1,0,29.5,0,3.5,77
2015/8/11,24.1,22.2,3.0,0,26.9,0,2.1,82
2015/8/12,23.6,20.4,4.7,0,27.8,0,2.4,80
2015/8/13,23.7,20.4,5.7,0,28.2,0,2.0,76
2015/8/14,24.0,20.3,10.3,0,28.7,0,3.3,68
2015/8/15,22.8,20.6,1.3,0,25.4,0,1.8,79
2015/8/16,23.0,20.5,2.5,0,26.4,0,1.6,79
2015/8/17,23.5,19.8,8.5,0,27.5,0,4.2,74
2015/8/18,18.4,16.4,0.0,0,22.5,0,2.2,87
2015/8/19,19.4,16.5,4.7,0,23.6,0,4.1,81
2015/8/20,20.5,17.5,2.0,0,23.3,0,2.6,77
2015/8/21,21.7,16.9,5.5,0,26.0,0,1.8,73
2015/8/22,23.2,20.0,8.4,0,27.7,0,2.7,72
2015/8/23,21.0,18.5,2.2,0,24.2,0,3.2,70
2015/8/24,20.5,16.0,6.0,0,25.4,0,2.6,63
2015/8/25,19.6,14.7,11.8,0,26.3,0,2.0,55
2015/8/26,19.4,17.1,0.1,0,21.7,0,6.1,65
2015/8/27,19.9,18.3,0.0,0,22.1,0,4.4,72
